id,platce,platce_ico,dodavatel,dodavatel_ico,hodnota_czk,datum,rok,predmet,je_skola
36757041,Město Říčany,00240702,drevotvar.com družstvo,27482219,3963732.52,2026-02-05,2026,Vybavení nové školy na Komenského náměstí – kancelářský nábytek,False
36756769,Město Říčany,00240702,"KOVO, výrobní družstvo",00030325,5810755.17,2026-02-06,2026,Vybavení nové školy na Komenského náměstí – školní nábytek,False
36753225,"Základní škola Rumburk, Vojtěcha Kováře 85/31, okres Děčín,  příspěvková organizace",72744596,Křovina s.r.o.,26424819,150531.02,2025-12-31,2025,Školní nábytek,True
36752321,"Základní škola, Praha 10, Hornoměcholupská 873",62930729,MULTIP Moravia s.r.o.,16627971,117585.0,2026-02-09,2026,Školní nábytek,True
36751869,Město Králíky,00279072,"ALEX kovový a školní nábytek, s.r.o.",26943344,299959.0,2026-02-09,2026,Objednávka na nábytek do šatny tělocvičny,False
36743861,"Střední škola polytechnická Kyjov, příspěvková organizace",00053163,"SMERO, spol. s r.o.",25527886,73795.0,2026-02-10,2026,Kupní smlouva na nábytek do kanceláře vedoucí školní jídelny,True
36736081,"Gymnázium, Jeseník, Komenského 281",60045141,"Kluka nábytek, s.r.o.",05793319,242185.0,2026-01-21,2026,objednávka na výrobu a montáž nábytku do šk.knihovny po povodni,True
36670785,"Základní škola a mateřská škola Ostrava, Ostrčilova 10, příspěvková organizace",61989037,Hilbert Interiéry s.r.o.,28661133,1999740.26,2026-02-03,2026,"Kupní smlouva-nákup školního nábytku včetně poskytnutí služeb souvisejících,veřejná zakázka Dodávky vybavení pro ZŠ Ostr",True
36660505,Střední škola - Waldorfské lyceum,71219293,Lidové bytové družstvo Praha 7,48030597,90508.0,2026-01-26,2026,Nájem sálu (maturitní ples),True
36636369,"Sociálně-právní institut, s.r.o.",61538353,"Základní škola, Žatec, Jižní 2777, okres Louny",61357332,1449240.0,2026-02-02,2026,Dodávka vybavení do školní družiny ZŠ Jižní Žatec,False
36627113,"Dětský domov se školou, základní škola a školní jídelna, Horní Maršov, Temný Důl 16",60153628,"Česká podnikatelská pojišťovna, a.s., Vienna Insurance Group",63998530,348000.0,2026-01-23,2026,Pojistná smlouva o pojištění majetku,True
36619117,Česká průmyslová zdravotní pojišťovna,47672234,OFFICE SYSTEM s.r.o.,26900467,265286.62,2026-01-29,2026,Kancelářské potřeby 1.Q 2026,False
36601265,Město Litvínov,00266027,DIGAMA ENERGY s.r.o.,09578706,1990000.0,2026-01-30,2026,Smlouva na plnění veřejné zakázky na realizaci akce - Údržba a opravy elektroinstalace objektů v majetku města Litvínova,False
36568881,Ministerstvo pro místní rozvoj,66002222,Gmina Miejska Kłodzko,None,43235837.414,2024-11-26,2024,Pevnosti bez hranic II,False
36568789,Česká republika - Ministerstvo obrany,60162694,Dlugosz s.r.o.,14062020,381392.0,2026-01-28,2026,ZD1081/2025-SEG - Nábytek kancelářský OP JAK SPEC II,False
36567165,"Základní škola, Praha 13, Mládí 135",70101078,British Council - pobočka Česká republika,75086913,55500.0,2026-01-28,2026,Dohoda o spolupráci v rámci uspořádání zkoušek Cambridge English,True
36558589,"Základní škola Mělník, Jaroslava Seiferta 148 příspěvková organizace",47011327,Ing. Vlastimil Hlaváček,86566695,161810.0,2025-12-30,2025,Objednávka školního nábytku,True
36529481,"Masarykova základní škola Litoměřice, Svojsíkova 5",46773436,The British Council - pobočka Česká republika,75086913,94876.0,2026-01-23,2026,Dohoda o spolupráci v rámci uspořádání zkoušek Cambridge English,True
36527129,"Hotelová škola Poděbrady, příspěvková organizace",00069175,ANARKADA s.r.o.,05291411,18327973.12,2026-01-26,2026,Modernizace školních kuchyněk - stavební práce - opakování II,True
36504873,"Malostranské gymnázium, Praha 1, Josefská 7",63109662,SKOLATO s.r.o.,05459818,136813.12,2026-01-21,2026,G/20/2025-školní nábytek,True
36494941,"Základní umělecká škola, Hranice, Školní náměstí 35",47184477,Sensio.cz s.r.o.,04004621,51120.0,2025-11-21,2025,Poskytnutí užívání software iZUŠ,True
36481917,"Gymnázium, Žatec, Studentská 1075, příspěvková organizace",61357278,SKOLATO s.r.o.,05459818,160689.17,2025-11-24,2025,kupní smlouva na školní nábytek,True
36481813,"Gymnázium, Žatec, Studentská 1075, příspěvková organizace",61357278,MULTIP Moravia s.r.o.,16627971,227435.54,2025-10-29,2025,kupní smlouva na školní nábytek,True
36479613,Malostranská základní škola,60436093,MY DVA holding a.s.,25676059,121848.5,2026-01-20,2026,Z/163/2025-nábytek do učeben,True
36477261,"Základní škola a Mateřská škola Nýřany, příspěvková organizace",60611880,Koza Doma   s.r.o. .,61329487,288645.0,2026-01-13,2026,Nájemní smlouva - Letní tábor DDM,True
36468625,Město Luhačovice,00284165,"ČSOB Pojišťovna, a. s., člen holdingu ČSOB",45534306,1299656.0,2025-12-09,2025,Pojistná smlouva - Pojistná smlouva č. 8083137110 (majetek),False
36450569,"Česká zemědělská akademie v Humpolci, střední škola",62540050,"PROFIL NÁBYTEK, a.s.",48202118,385000.0,2026-01-19,2026,"Nákup vybavení- vitríny, terárium, pracovní stoly-",True
36444245,"Střední průmyslová škola stavební Josefa Gočára, Praha 4, Družstevní ochoz 3",49624059,HOSS a.s.,26211726,15257413.76,2025-12-03,2025,smlouva o dílo - stavební práce (učebny),True
36439161,"Základní škola, Jičín, Poděbradova 18",75019485,NÁBYTEK HONZA s.r.o.,27198821,88190.0,2025-12-19,2025,Kupní smlouva -židle 2025,True
36429453,"3. základní škola, Rakovník, Okružní 2331",47013991,Křovina s.r.o.,26424819,140000.0,2025-12-18,2025,Dodávka školního nábytku,True
36404313,"Základní škola Mělník, Jaroslava Seiferta 148 příspěvková organizace",47011327,"Z + M Logistics, spol. s r.o.",28650808,151360.0,2025-12-15,2025,Pořízení nábytku do učebny č. 43,True
36402065,"Mateřská škola, Neplachova 3, České Budějovice",70877602,"Mateřská škola, Neplachova 3, České Budějovice",70877602,50016.53,2025-12-29,2025,Nábytek pro vybavení školní jídelny,True
36398685,Malostranská základní škola,60436093,MY DVA holding a.s.,25676059,110148.07,2025-12-12,2025,Z/135/2025-nábytek do školní družiny,True
36398117,"Základní škola Hradební, Broumov",48623008,SKOLATO s.r.o.,05459818,119442.15,2025-12-31,2025,Školní nábytek,True
36389989,Město Přelouč,00274101,SOP a.s.,60913843,139194668.0,2025-12-17,2025,Smlouva č. 64/02 SOP a.s.,False
36381061,Královéhradecký kraj,70889546,"STYLBAU, s.r.o.",25957481,8848916.38,2026-01-14,2026,"ZD/24/418 Budova G dolní areál ON Ná, náhradní prostory pro odd. onkologie - cytostatika / zhotovitel",False
36372849,"Základní škola a Mateřská škola Olomouc, Demlova 18, příspěvková organizace",61989665,"Promidi, s.r.o.",29037557,72258.0,2025-12-19,2025,Školní nábytek MŠ,True
36350645,"Základní škola Jižní předměstí Rokycany, příspěvková organizace",70981469,SANTAL spol. s r. o.,42408121,75000.0,2025-12-19,2025,Objednávka čkolního nábytku,True
36344301,"Základní škola a mateřská škola Petra Strozziho, Praha 8, Za Invalidovnou 3",60461853,"Auto Asistence, s.r.o.",21408424,180000.0,2026-01-02,2026,Smlouva o obchodní spolupráci r. 2026,True
36342909,Město Cheb,00253979,Moderní škola s.r.o.,28607376,4289516.26,2026-01-08,2026,Kupní smlouva - dodávka nábytku do čtyř učeben a jednoho kabinetu do 5. ZŠv Chebu.,False
36335993,"Základní škola a mateřská škola Praha 5 - Smíchov, Kořenského 10/760, příspěvková organizace",70107416,MULTIP Moravia s.r.o.,16627971,213309.0,2025-12-09,2025,školní nábytek,True
36332129,"Základní škola a Mateřská škola, Chomutov, 17. listopadu 4728, příspěvková organizace",46789791,ABCD Služby školám s.r.o.,62244892,69250.0,2026-01-06,2026,Objednávka nábytku,True
36321873,"Dětský domov, Základní škola a Střední škola, Duchcov, příspěvková organizace",61515582,2Traders CZ s.r.o.,27592421,89276.04,2025-12-27,2025,Nákup myček nádobí,True
36319181,"Fakultní základní škola a mateřská škola Barrandov II při PedF UK, Praha 5 - Hlubočepy, V Remízku 7/919, příspěvková organizace",69781745,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,127070.0,2025-12-11,2025,Zajištění ubytování a stravování,True
36296313,"Lesní mateřská škola Jablonec nad Nisou - Proseč nad Nisou, příspěvková organizace",22296816,"Lesní mateřská škola Jablonec nad Nisou - Proseč nad Nisou, příspěvková organiza",22296816,180000.0,2025-12-30,2025,Drobné vybavení a věci potřebné k fungování mateřské školy,True
36293661,Město Telč,00286745,"Služby Telč, spol. s r.o.",63496577,18185000.0,2025-12-22,2025,Smlouva o zabezpečení veřejně prospěšných služeb pro město Telč a místní část Studnice v období od 1. 12. 2025 do 30. 11,False
36287689,"Základní škola a mateřská škola, Praha 2, Na Smetance 1",47611928,Křovina s.r.o.,26424819,84649.46,2025-12-30,2025,Objednávka školního nábytku,True
36269333,"Základní škola a mateřská škola Ostrava-Hrabůvka, Mitušova 16, příspěvková organizace",70631735,Baar Group s.r.o.,06745342,2021063.0,2025-12-30,2025,Dodávka nábytku a nábytkového vybavení,True
36258593,"Střední škola, základní škola a mateřská škola pro sluchově postižené, Olomouc, Kosmonautů 4",00844071,"PROFIŠKOLY - nábytek, s.r.o.",14167638,307229.36,2025-12-19,2025,Objednávka č. 10/2025-JP,True
36238237,"Základní škola jazyků Karlovy Vary, příspěvková organizace",00872296,ALUXXON - TABULE s.r.o.,27151727,182560.0,2025-12-17,2025,Objednávka školního nábytku - vybavení chodeb,True
36235637,"Gymnázium Joachima Barranda, Beroun, Talichova 824",47558407,NÁBYTEK HONZA s.r.o.,27198821,76785.0,2025-12-19,2025,"školní nábytek 17 setů, katedra",True
36227429,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,44555601,ABCD Služby školám s.r.o.,62244892,356157.0,2025-12-17,2025,Kupni smlouva - Nabytek UJEPACEK,False
36193213,"Ministerstvo školství, mládeže a tělovýchovy",00022985,"PROFIL NÁBYTEK, a.s.",48202118,19348159.84,2025-12-22,2025,Rámcová dohoda „Nábytek pro MŠMT 2025-2028“,False
36186013,Statutární město Opava,00300535,"ALEX kovový a školní nábytek, s.r.o.",26943344,2416627.4,2025-12-18,2025,"dodatek č. 2 ke smlouvě o dílo (změna v rozsahu předmětu/ceny díla, + 128.782,40 Kč) - Oprava zázemí klubu SFC Opava, fo",False
36179517,"Mateřská škola Trojlístek Nový Jičín, Máchova 62, příspěvková organizace",62330101,MULTIP Moravia s.r.o.,16627971,101603.31,2025-12-22,2025,Nákup školního nábytku,True
36171409,20. základní škola Plzeň,69972150,Ladislav Janda,16672011,175193.48,2025-11-22,2025,"objednávka nábytku: Katedry, kontejnery",True
36171405,20. základní škola Plzeň,69972150,Ladislav Janda,16672011,137480.2,2025-11-22,2025,objednávka nábytku: Desky na lavice,True
36171397,20. základní škola Plzeň,69972150,Ladislav Janda,16672011,270580.2,2025-11-22,2025,objednávka nábytku: Jídelní židle,True
36158357,"Základní škola, Mateřská škola a Praktická škola Kolín, příspěvková organizace",70831378,"PROFIŠKOLY - nábytek, s.r.o.",14167638,78735.0,2025-12-19,2025,"Šatní skřínky, skříňky bez soklu",True
36155761,"Masarykova střední škola zemědělská a přírodovědná, Opava, příspěvková organizace",47813130,"Školní statek, Opava, příspěvková organizace",00098752,396000.0,2025-12-03,2025,Smlouva o výpůjčce nebytových prostor a věcí movitých,True
36148257,"Základní škola a Mateřská škola Vyškov, Letní pole, příspěvková organizace",46270981,"ALEX kovový a školní nábytek, s.r.o.",26943344,67000.0,2025-12-05,2025,Pořízení šatních skříněk,True
36146889,"Základní škola T.G.Masaryka Kutná Hora, Jiráskovy sady 387",71002090,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,104000.0,2025-12-11,2025,Smlouva o poskytování ubytování a stravování - 1. a 2.roč.,True
36146261,"Základní škola T.G.Masaryka Kutná Hora, Jiráskovy sady 387",71002090,ALUXXON - TABULE s.r.o.,27151727,415619.84,2025-12-10,2025,Kupní smlouva - školní nábytek,True
36144917,Odborné učiliště Kelč,00843318,"ALEX kovový a školní nábytek, s.r.o.",26943344,54110.0,2025-12-17,2025,Nákup žákovských židlí a stolů,True
36143345,"Základní škola Bruntál, Okružní 38, příspěvková organizace",75026961,MUŠLA CZ s.r.o.,23627662,140000.0,2025-12-17,2025,školní nábytek,True
36138465,"Dětský domov, Základní škola a Střední škola, Duchcov, příspěvková organizace",61515582,Truhlářství Šimeček,87992981,493388.42,2025-12-04,2025,"Výroba a montáž 2 ks kuchyňských linek, nástavců skříní do tříd, instalace myček",True
36136857,Město Stod,00257265,Generali Česká pojišťovna a.s.,45272956,356096.0,2025-12-16,2025,"smlouva o pojištění majetku a odpovědnosti - živly, odcizení, stroje, elektronika, odpovědnost",False
36133297,Základní škola Řevnice,47005254,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,62100.0,2025-12-18,2025,Smlouva o poskytnutí ubytování a stravování,True
36127505,Univerzita Palackého v Olomouci,61989592,Metrostav CZ s.r.o.,25021915,190935446.58,2025-01-28,2025,Smlouva o dílo - PdF/UPOL - Rekonstrukce vybraných prostor objektu Žižkovo nám. 5,False
36125165,"Základní škola a Mateřská škola Vsetín, Luh 1544, příspěvková organizace",60990406,MULTIP Moravia s.r.o.,16627971,150991.26,2025-12-18,2025,Dodávka nábytku pro školní družinu,True
36124197,Jihočeský kraj,70890650,"Kooperativa pojišťovna, a.s., Vienna Insurance Group",47116617,39650700.0,2025-12-16,2025,"PS HAV, nová flotila od 1.1.2026 - 31.12.2030",False
36122821,"Základní škola a mateřská škola, Praha - Nebušice",49624539,Kenast s.r.o.,27243397,138512.0,2025-12-18,2025,Pořízení nábytku ,True
36102677,"Základní umělecká škola Gustava Mahlera Humpolec, Školní 701",62540114,"UNIQA pojišťovna, a.s.",49240480,51788.0,2025-12-15,2025,Pojistná smlouva - pojištění majetku a odpovědnosti,True
36102637,Státní zdravotní ústav,75010330,GEOPRINT s.r.o.,27271633,540025.0,2025-12-15,2025,Smlouva o dílo - zajištění tisku zdravotně výchovných materiálů,False
36101817,"CHEVAK Cheb, a.s.",49787977,"Česká podnikatelská pojišťovna, a.s., Vienna Insurance Group",63998530,2968560.0,2025-12-09,2025,Pojistná smlouva,False
36100281,"Základní škola pod Svatou Horou, Příbram",42730686,Baar Group s.r.o.,06745342,171000.0,2025-12-11,2025,Objednávka šatních skříněk,True
36096237,"Základní umělecká škola Jaroslava Kvapila Brno, příspěvková organizace",44993510,Sensio.cz s.r.o.,04004621,100618.8,2025-12-16,2025,Smlouva o poskytnutí software iZUŠ,True
36091697,"AQUAPARK OLOMOUC, a.s.",27820378,CENTROPROJEKT GROUP a.s.,01643541,650000.0,2025-12-17,2025,Dodatek č. 3 ke Smlouvě o dílo ze dne 5. 3. 2024,False
36091605,"Speciální základní škola, mateřská škola a praktická škola Skuteč",72048905,"PROFIŠKOLY - nábytek, s.r.o.",14167638,84898.44,2025-12-12,2025,Dodávka školního nábytku,True
36082993,"Základní umělecká škola
Kroměříž",63414929,Sensio.cz s.r.o.,04004621,85320.0,2025-12-15,2025,poskytnutí software iZUŠ,True
36080573,"Základní škola Vyškov, Nádražní 5, příspěvková organizace",46271007,LIGNOMETAL s.r.o.,26956756,84150.0,2025-12-08,2025,školní nábytek,True
36067861,Základní škola Fryčovická,63832151,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,226200.0,2025-12-04,2025,Smlouva 27/2025 ŠvP RS Blaník 25.-29.5.2026 2.třídy a 3.C,True
36066209,20. základní škola Plzeň,69972150,Ladislav Janda,16672011,324546.2,2025-12-12,2025,Objednávka školního nábytku,True
36058797,"Základní škola waldorfská, Praha 5 - Jinonice, Butovická 228/9, příspěvková organizace",65990722,Najman Vladimír,69734542,499600.0,2025-12-10,2025,Rozšíření přírodní zahrady na Základní škole waldorfské,True
36049689,"Základní škola jazyků Karlovy Vary, příspěvková organizace",00872296,SKOLATO s.r.o.,05459818,50140.49,2025-12-05,2025,Objednávka školní nábytek do učebny ,True
36043257,"Střední škola stavební a strojní, Teplice, příspěvková organizace",00497088,DAITL Vladimír,None,446764.88,2025-12-09,2025,Kupní smlouva-školní nábytek Duchcov,True
36041493,Město Český Těšín,00297437,"Česká podnikatelská pojišťovna, a.s., Vienna Insurance Group",63998530,22367952.0,2025-12-12,2025,Pojistná smlouva- pojištění majetku a odpovědnosti města Český Těšín,False
36039957,"Základní škola, Dětský domov, Školní družina a Školní jídelna, Vrbno p. Pradědem, nám. Sv. Michala 17, příspěvková organizace",00852619,René Darmovzal,47994304,1197000.0,2025-08-22,2025,Rekonstrukce boční kamenné zdi,True
36034021,"Základní škola, Brno, Holzova 1, příspěvková organizace",48512524,"ALEX kovový a školní nábytek, s.r.o.",26943344,102734.0,2025-12-09,2025,objednávka žákovských židlí,True
36030681,"Domov mládeže a školní jídelna Mariánské Lázně, příspěvková organizace",00377945,"BRADOP nábytek, s.r.o.",28573048,94413.2,2025-11-21,2025,"Objednávka DMaŠJML- 20 ks křeslo pevné PAUL, čalounění č. R47",True
36029637,Dětské skupiny města Příbram,22268618,MAKRA DIDAKTA s.r.o.,27916758,102950.0,2025-11-26,2025,"Kupní smlouva školní nábytek - zahradní domek, tabule, tabule kuličková dráha",False
36029185,"Gymnázium Joachima Barranda, Beroun, Talichova 824",47558407,NÁBYTEK HONZA s.r.o.,27198821,110686.0,2025-12-12,2025,školní nábytek,True
36028977,"Základní škola a mateřská škola Český Těšín Hrabina, příspěvková organizace",72545933,Martin Zientek,69209740,60740.0,2025-12-12,2025,Objednávka - nábytek do školní knihovny,True
36027145,"Základní škola Žatec, Petra Bezruče 2000, okres Louny",60275839,Miloš Gwizd,65644867,146700.0,2025-12-01,2025,Objednávka nábytku do kanceláře školní jídelny ,True
36025713,"Střední škola informatiky, elektrotechniky a řemesel Rožnov pod Radhoštěm",00843474,MY DVA holding a.s.,25676059,206116.66,2025-12-09,2025,nákup školního nábytku,True
36023969,Město Kolín,00235440,VPP Group a.s.,05191211,119101000.0,2025-12-11,2025,Smlouva o dílo na akci: „ZŠ Kolín-Sendražice - stavební úpravy a přístavba“,False
36012593,"Sociálně-právní institut, s.r.o.",61538353,"Základní škola Louny, Školní 2426, příspěvková organizace",49123858,2488888.0,2025-12-11,2025,"Rekonstrukce odborných učeben v Základní škole Louny, ul. Školní 2426",False
36011473,Dům dětí a mládeže Praha 4 - Hobby centrum 4,45241651,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,172900.0,2025-12-03,2025,Smlouva o poskytnutí ubytování a stravování v rekreačním středisku Blaník,False
36009773,"Gymnázium Karla Čapka, Dobříš, Školní 1530",61100331,MULTIP Moravia s.r.o.,16627971,216244.0,2025-11-25,2025,Kupní smlouva - školní nábytek do odborných učeben 2025,True
36005593,"Základní škola Slaný, Rabasova 821, okres Kladno",43776752,Křovina s.r.o.,26424819,367424.51,2025-12-11,2025,Kupní smlouva na školní nábytek,True
36003573,"Gymnázium, Český Krumlov, Chvalšinská 112",00583839,"ALEX kovový a školní nábytek, s.r.o.",26943344,132474.0,2025-12-11,2025,Lavičky do odpočívárny ve 2. patře,True
35987033,22. základní škola Plzeň,70837813,Life ProKlassa s.r.o.,03784762,348410.0,2025-12-10,2025,Objednávka školního nábytku,True
35984941,"Dětský domov Loreta a Školní jídelna, Fulnek, příspěvková organizace",62330268,Marian Vlček,88357091,73700.0,2025-12-05,2025,Zhotovení nábytku,True
35983513,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",47611057,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,325000.0,2025-12-10,2025,Smlouva o poskytnutí ubytování a stravování pro 143 žáků a 14 dospělých,True
35980289,"Základní škola Slaný, Politických vězňů 777, okres Kladno",43776761,MULTIP Moravia s.r.o.,16627971,187605.0,2025-12-10,2025,Kupní smlouva,True
35978289,Základní škola J. Gutha-Jarkovského,60436166,"Autovars Praha, s.r.o.",07699832,270000.0,2025-12-01,2025,Smlouva o obchodní spolupráci - kancelářské potřeby - papír apod.,True
35975717,"Centrální nákup Plzeňského kraje, příspěvková organizace",72046635,Desmex s.r.o.,14155419,1550000.0,2025-12-09,2025,Rámcová kupní smlouva - Školní nábytek pro Plzeňský kraj 2026,False
35963921,Středisko volného času RADOVÁNEK,69977836,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,569800.0,2025-12-08,2025,Ubytování a stravování LT Louňovice 07/26 120 osob á 7 dní dle ceníku,False
35959021,Základní umělecká škola Vladimíra Ambrose Prostějov,00402338,Sensio.cz s.r.o.,04004621,51048.0,2025-11-28,2025,Smlouva o poskytování software iZUŠ,True
35956425,"Základní škola T.G. Masaryka Bohumín - Pudlov Trnková 280 okres Karviná, příspěvková organizace",75029146,Hilbert Interiéry s.r.o.,28661133,2034593.22,2025-12-03,2025,Dodatek č.1 ke kupní smlouvě : vybavení do ZŠ - školní nábytek,True
35949581,"Základní škola Sokolov, Pionýrů 1614",69979073,"KECIP, s.r.o.",25426842,149000.0,2025-12-03,2025,Nábytek ŠD,True
35949573,"Základní škola Sokolov, Pionýrů 1614",69979073,"KECIP, s.r.o.",25426842,149000.0,2025-12-03,2025,Nábytek ŠD,True
35940173,"Základní škola Roudnice nad Labem, Jungmannova 660, okres Litoměřice",46773606,Stokna s.r.o.,02446197,331530.0,2025-11-12,2025,Výměna 7 ks. oken a dveří do školní kuchyně,True
35936593,"Základní škola a Mateřská škola, Praha 2, Resslova 10",60460318,"Základní škola a Mateřská škola, Praha 2, Resslova 10",60460318,62008.3,2025-06-02,2025,Objednávka školního nábytku - firma Křovina,True
35929417,"Střední škola informatiky, elektrotechniky a řemesel Rožnov pod Radhoštěm",00843474,"NÁŠ nábytek, s.r.o.",19323204,451363.64,2025-12-03,2025,nákup válend,True
35923669,"Školní jídelna, Rakovník, Martinovského 270, příspěvková organizace",04188101,"ČSOB Pojišťovna, a. s., člen holdingu ČSOB",45534306,112140.0,2025-12-05,2025,Pojistná smlouva č. 8083347611,True
35920105,Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou,00637696,MULTIP Moravia s.r.o.,16627971,63532.35,2025-12-05,2025,Kupní smlouva,True
35916065,"Základní škola a Mateřská škola, Praha 2, Resslova 10",60460318,SANTAL spol. s r. o.,42408121,258080.0,2025-11-12,2025,školní nábytek,True
35908761,Město Lučany nad Nisou,00262455,Hilbert Interiéry s.r.o.,28661133,3699999.0,2025-11-26,2025,ZŠ Lučany nad Nisou – dodávka nábytku,False
35902729,Statutární město Chomutov,00261891,"Základní škola Chomutov, Písečná 5144",00831476,15515592.0,2025-11-24,2025,Smlouva o spolupráci při realizaci projektu „Zajištění personální kapacity pro práci s dětmi a mládeží v Chomutově“,False
35883325,"Základní škola Vladislava Vančury, Praha - Zbraslav",61386961,REKREAČNÍ STŘEDISKA M+CH s.r.o.,19907567,111360.0,2025-11-28,2025,ŠVP,True
35882957,Město Bílina,00266230,Ing. arch. Jan Heller,73660680,1469000.0,2025-12-01,2025,Smlouva o dílo - Architektonická studie a projektová dokumentace - návrh nové budovy (případně souboru budov) odborného ,False
35881061,Gymnázium a Jazyková škola s právem státní jazykové zkoušky Zlín,00559504,VKUS-BUSTAN s.r.o.,26841410,500000.0,2025-12-02,2025,"Objednávka kancelářských potřeb, školního nábytku a hygienických potřeb",True
35872109,"Střední průmyslová škola elektrotechnická, Havířov, příspěvková organizace",62331574,Ing. Luděk Budík,10129405,480000.0,2025-11-18,2025,Smlouva o dílo na zhotovení projektové dokumentace u akce &quot;Rekonstrukce vchodu a chodeb školy&quot;,True
35870557,"Sigmundova střední škola strojírenská, Lutín",66935733,MULTIP Moravia s.r.o.,16627971,149107.44,2025-12-03,2025,"Nákup školního nábytku:30 ks židle GABI vs5 R5015 30 ks Lavice GABI 23 - 1M, vel.6, koš 8 ks sezení CODA-LIMA 3M",True
35869213,Základní škola J. A. Komenského Dačice,75000059,SANTAL spol. s r. o.,42408121,113968.0,2025-11-05,2025,Školní nábytek,True
35868337,"Střední škola, Havířov-Prostřední Suchá, příspěvková organizace",13644271,SKOLATO s.r.o.,05459818,89366.94,2025-11-25,2025,Objednávka - Objednávka 87-2025 školní nábytek,True
35849597,"1. základní škola T.G. Masaryka Milevsko, Jeřábkova 690, okres Písek",71000381,Radek Hátle,15931722,75496.0,2025-12-01,2025,Nábytek do školní družiny,True
35832513,"Jubilejní Masarykova základní škola a mateřská škola, Třinec, příspěvková organizace",70640009,SKOLATO s.r.o.,05459818,181390.0,2025-11-25,2025,"Objednávka - školní nábytek-lavice, židle",True
35832113,"Jubilejní Masarykova základní škola a mateřská škola, Třinec, příspěvková organizace",70640009,MULTIP Moravia s.r.o.,16627971,229473.0,2025-11-24,2025,Objednávka - školní nábytek,True
35831265,"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3",60075856,SANTAL spol. s r. o.,42408121,213539.59,2025-12-01,2025,Nákup školního nábytku,True
35827961,"Základní škola, Znojmo, Mládeže 3, příspěvková organizace",45671311,"DISTR služba škole, s.r.o.",08998078,175100.0,2025-12-01,2025,Nákup školních lavic a židlí,True
35824717,Základní škola U Kostela Moravská Třebová,63609053,"ALEX kovový a školní nábytek, s.r.o.",26943344,331136.0,2025-12-01,2025,Smlouva - dodávka školního nábytku,True
35820877,"Vyšší odborná škola zdravotnická, Střední zdravotnická škola a Obchodní akademie, Trutnov",13582968,"DRUTĚVA, výrobní družstvo",00027618,140288.0,2025-11-27,2025,Objednávka školní nábytek,True
35816097,"Základní umělecká škola Mladá Boleslav, 17. listopadu 1325, příspěvková organizace",17285241,Sensio.cz s.r.o.,04004621,67320.0,2025-11-27,2025,Poskytnutí software,True
35813157,"Dětský domov a Školní jídelna, Radkov-Dubová 141, příspěvková organizace",47813563,"ASKO - NÁBYTEK,spol.s r.o.",41193946,59881.8,2025-11-27,2025,Objednávka nábytku do 4 ložnic v dětském domově,True
35809473,"Základní škola a mateřská škola Prostějov, Kollárova ul. 4",47922494,TREND gastronomie s.r.o.,27822371,86799.35,2025-11-27,2025,Výměna 3 rolet u výdejních okének  ve školní jídelně a dodání 2 nerezových stolů tamtéž,True
35808013,"Střední zdravotnická škola, Písek, Národní svobody 420",00512281,"ALEX kovový a školní nábytek, s.r.o.",26943344,158204.0,2025-11-13,2025,"ALEX kovový a školní nábytek, s.r.o._objednávka_Nábytek 2",True
35807349,"AKORD &amp; POKLAD, s.r.o.",47973145,"PORG - gymnázium, základní škola a mateřská škola, o.p.s.",25698117,69360.0,2025-11-05,2025,Smlouva o poskytnutí pronájmu prostor č. SM2500373 - Školní maturitní ples Gymn. PORG,False
35802177,"Základní škola Český Krumlov, Plešivec 249",00583740,SKOLENKA s.r.o.,03929591,95575.0,2025-11-24,2025,Objednávka_žákovské lavice_židle,True
35796645,Gymnázium a Obchodní akademie Pelhřimov,62540009,Merkur Interier s.r.o.,27720641,114119.0,2025-11-21,2025,Školní nábytek do třídy,True
35796057,"Základní umělecká škola „Žerotín“ Olomouc, Kavaleristů 6",00096725,Sensio.cz s.r.o.,04004621,62580.0,2025-11-27,2025,Smlouva o poskytnutí softwaru iZUŠ,True
35791929,Základní umělecká škola Litoměřice,46773410,Sensio.cz s.r.o.,04004621,64740.0,2025-11-27,2025,Smlouva o poskytnutí software iZUŠ,True
35785461,"Základní škola a Dětský domov Sedlec-Prčice, Přestavlky 1, příspěvková organizace",70843538,Moderní škola s.r.o.,28607376,136188.0,2025-11-07,2025,objednávka  - školní nábytek do tříd ,True
35785157,"Základní škola a mateřská škola Prostějov, Kollárova ul. 4",47922494,LIGNOMETAL s.r.o.,26956756,111441.0,2025-11-25,2025,"Školní nábytek do tříd na ZŠ Kollárova, Prostějov",True
