izo,lat,lon
000601772,49.7017963,17.0809313
000602035,49.5767111,17.2782081
014451085,49.6029036,17.2780391
018468012,49.6124036,17.2249861
042064481,49.6439436,17.2315913
150076363,49.5717625,17.2596843
000844012,49.5898422,17.2728382
110036859,49.5572504,17.1415929
018468071,49.7700838,17.12521
110015070,49.5769926,17.4796175
000601918,49.8994926,18.1917113
000601870,49.93859,17.9089712
108035743,49.9383104,17.9094638
110012267,49.9220376,17.91471
000601853,49.9309726,17.8840675
000601926,49.9376563,17.9088888
000601896,49.9316938,17.9117663
110034635,49.927538,18.2733253
000601888,49.9359538,17.8988075
110012437,49.9190888,17.9162625
018054455,49.9306463,17.9118
000850047,49.8245824,18.1716168
000842745,49.7799149,18.2621342
000602094,49.8214461,18.1906339
000602159,49.84655,18.1733088
000842737,49.794306,18.2271819
000842753,49.8463317,18.3050347
000842761,49.8390866,18.2907671
000602060,49.7929843,18.2462437
048808865,49.8090338,18.2387047
000845388,49.8349533,18.1873753
110012151,49.828763,18.2494703
000602132,49.839151,18.2937286
110012160,49.6822843,18.5412827
000602051,49.8364163,18.2830311
000842702,49.8258843,18.1680873
000845329,49.8309001,18.1837538
046565507,49.8128671,18.2705248
000602086,49.830072,18.2496279
000602116,49.7991248,18.2408168
000602141,49.8093259,18.2730835
000845213,49.79895,18.2343016
000850365,49.7928073,18.234942
046610502,49.8394679,18.3460206
000602027,49.812272,18.2295676
000602124,49.7988863,18.2381446
110025148,49.8072456,18.2660878
000842851,49.5459638,17.7409813
000842940,49.5522275,17.7378988
000842885,49.4531884,17.446635
000842915,49.4508605,17.4493683
000099783,49.4641272,17.4571694
000842818,49.5942,17.2460442
000842907,49.529501,17.5863109
000842893,49.5523326,17.7294213
000842966,49.4511203,17.4502478
110012127,49.5285617,17.5889761
048729906,49.5409301,17.7395488
108013669,49.4253834,17.2825068
110012259,49.6032006,17.2373477
049558421,49.3499291,17.301776
102692254,49.774235,16.917775
102692165,49.8809325,16.8769275
102692181,49.9622575,16.9776113
102692190,49.9663024,16.9795617
108014193,49.7449432,16.9281353
102692220,49.9728865,16.9641776
102692262,49.9701756,16.9760025
107881004,49.8834101,16.889105
000843351,49.3378425,17.9942938
000843369,49.470716,17.9684957
000843474,49.4646138,18.1263188
000843491,49.468785,17.9759124
