izo,lat,lon
049367463,50.0094812,14.4237765
045242810,50.0467785,14.4515221
045251436,50.0256122,14.4291367
047611642,50.0220903,14.4590895
048132900,50.0475491,14.4651837
049367609,50.007537,14.4042218
102101019,50.004484,14.4058183
102101132,50.0046331,14.4560625
102101256,50.0231486,14.4304232
102101302,50.0464854,14.4365044
102101329,50.0494828,14.4890837
102101388,50.0645021,14.4339557
102101396,50.0333367,14.5047624
102101418,50.0586963,14.4510345
102101477,50.0394971,14.4327109
102101523,50.0454615,14.4832998
102101701,50.0281809,14.5355526
102085986,49.992515,14.4655761
102385785,50.0522551,14.4500399
102385050,50.0371349,14.5032932
102113131,50.0299422,14.5133044
102113041,50.035097,14.5169983
047611456,50.0628258,14.4392199
102101167,50.0429996,14.4471693
102101272,50.0547324,14.4432443
102101311,50.0520862,14.4351215
102101507,50.0374358,14.4136596
102101001,49.9969001,14.5174033
102425094,50.0012299,14.432428
102401535,50.0318492,14.4816487
102385041,50.0080093,14.4510905
102101825,50.017563,14.4410381
102101779,50.0143912,14.4324708
048132306,50.0242026,14.4919964
048132802,50.0114539,14.4796747
102101591,50.057066,14.4222355
102101876,50.0234737,14.5176082
102113289,50.0336633,14.5317183
102385076,50.0124515,14.4232613
102385084,50.0094812,14.4237765
045240477,50.0450635,14.327357
048133485,50.0424952,14.3323516
048133604,50.0431421,14.3198133
102385190,49.9801865,14.358945
102385378,50.075832,14.4009829
108022862,50.0436335,14.3338758
102020442,50.0295893,14.3732108
044851987,50.0730392,14.3949029
047611219,50.0302183,14.3090275
062934309,50.038706,14.3437852
102161780,50.0525873,14.3455431
102161879,50.0482386,14.3703659
102385203,50.0732284,14.3562196
102385211,50.0761305,14.406623
102385238,50.020675,14.3547241
102385246,49.9608622,14.3569306
102385254,50.0732118,14.378154
102385289,50.0597126,14.3930359
102385351,49.974669,14.3932748
102385360,50.0505108,14.3130452
102385424,50.0659356,14.3988226
102385441,50.0121136,14.3860029
102385467,50.0697232,14.35526
102385483,50.0531508,14.3689203
102401624,50.0372592,14.3777547
102537259,50.0504752,14.3209692
108022854,50.0484558,14.3472988
108022871,50.0346912,14.3384152
108023036,50.0586365,14.288354
102201978,50.125184,14.3713464
048133876,50.0665447,14.3135755
060434651,50.1399631,14.3787803
048133809,50.0957401,14.3515423
048133833,50.1052953,14.3872213
102213054,50.0954361,14.3602902
048133795,50.0904025,14.3438691
049624521,50.0837115,14.3166634
048133850,50.107201,14.3982441
048133892,50.1053516,14.4023798
102213071,50.1009268,14.4006895
048133906,50.091556,14.3770352
048133761,50.0852426,14.3757533
048133787,50.1049507,14.3760901
048133779,50.0877396,14.3486519
048133817,50.0868746,14.3669479
048133914,50.0915445,14.3090023
049624539,50.1114143,14.3305511
102213020,50.0847115,14.3754738
048133884,50.0690432,14.3060296
060435216,50.1026494,14.4277667
061389820,50.1006476,14.4199456
061389838,50.1065972,14.4532069
062930958,50.0972144,14.430917
062930991,50.1019214,14.4475202
062931016,50.1085242,14.4487076
102237786,50.1173433,14.4229011
102261202,50.1313362,14.4692388
102261458,50.132862,14.4035535
102261423,50.1275911,14.4277385
102261156,50.1322338,14.4149697
102261415,50.1399398,14.4368451
102261300,50.0904188,14.4500446
102261253,50.1228256,14.4463758
102261172,50.1026919,14.4746861
102261385,50.1451982,14.4428475
102401501,50.1283623,14.4094352
102261181,50.1453789,14.4804495
102261334,50.123832,14.4597959
102261237,50.093923,14.4618969
102261229,50.1077075,14.4725773
102261245,50.1327833,14.4688992
102261326,50.1284167,14.4435573
102261261,50.1250841,14.4783455
102301646,50.1022222,14.5356841
102301760,50.0979528,14.5461304
108001296,50.104421,14.5831358
049369679,50.1302271,14.5106984
102301417,50.1467184,14.5806627
102301361,50.106591,14.6063086
102385874,50.1102805,14.6180545
102301476,50.1111796,14.59355
102301727,50.1339447,14.5451549
102301875,50.1377292,14.5066833
045246025,50.0889474,14.5825707
102301433,50.0805479,14.6165979
102301514,50.095162,14.6686683
102301841,50.1049156,14.5593594
102301689,50.1504971,14.5261087
102301328,50.0595266,14.6402269
045245525,50.1277102,14.4979022
045243590,50.1208816,14.486804
102301816,50.1190242,14.4913744
102301573,50.1059226,14.4834522
045243581,50.1090374,14.5045528
102761451,50.1042577,14.569515
045244570,50.1056247,14.5496926
047608579,50.0783678,14.6539932
102301450,50.1112559,14.6154161
102301557,50.1248103,14.5737391
102301786,50.135082,14.5111011
047611898,50.074111,14.5001522
047611073,50.0642142,14.5113167
047611057,50.0708981,14.4570406
047611171,50.0799247,14.4954364
048132012,50.0709941,14.506285
102337616,50.0583801,14.5082254
102337691,50.0721312,14.4726692
102337705,50.0688113,14.4746443
102337713,50.0706542,14.466723
102337756,50.0664974,14.4479097
047611014,50.0824869,14.4985173
047611871,50.0547494,14.4968263
047611880,50.0705894,14.492563
102337501,50.0372808,14.5556225
047609311,50.0471126,14.5618513
047609745,50.0405735,14.5625789
047609753,50.0403746,14.5506653
047611332,50.0502595,14.5212542
102337870,50.0493867,14.5378046
045242402,50.0361631,14.5956263
062933540,50.0309478,14.6028993
102337471,50.0593322,14.5585544
102337489,50.0137777,14.6265951
102337527,50.0707067,14.5516582
102337942,50.0631676,14.5908691
000232122,49.8444734,14.5247767
102002045,49.7213131,14.4755313
102002061,48.9848041,16.4023938
102002088,49.8061048,14.8015831
102002126,49.6342576,14.8440613
102002169,49.6668152,14.5778042
102002185,49.7830484,14.6824309
102002207,49.7807928,14.6881636
102002258,49.6251036,15.045529
102002274,49.8530601,14.703985
102002291,49.7911688,14.8750525
102002304,49.6721559,15.157366
102002312,49.8729023,14.8020685
102002398,49.8560083,14.557357
102002410,49.570689,14.6614051
102002436,49.60924,14.90751
102002461,49.818745,14.5206625
102002479,49.75644,14.5322975
102002517,49.8362888,14.677395
102002525,49.7292203,14.7816837
102002541,49.5727346,14.528171
102002550,49.7107988,15.0177
102002568,49.8292113,14.5947824
102002606,49.6966475,14.8896188
102002681,49.7113075,14.8966087
102002703,49.680519,14.9837444
108003931,49.8749913,14.6778038
102002037,49.7440999,14.8145778
102002223,49.7378188,14.6671713
151024138,49.7848288,14.6813738
102002771,49.7848288,14.6813738
002050382,49.8631347,13.8405766
002050391,49.992002,14.0477648
002050412,49.933809,14.1832917
002050439,49.9803951,13.9480013
002050447,49.819637,13.8585193
002050471,49.5094912,15.8702651
002050501,49.9931657,14.2068864
002050510,49.9613489,13.9706466
002050536,50.0274775,14.0736772
002050544,49.9993513,14.0019474
002050552,49.8443729,14.0839129
002050561,49.867291,13.9292326
002050579,49.9617129,14.0670972
002050633,49.9662638,14.0713507
002050692,49.8512488,13.8291688
002050765,49.9051995,14.1477191
002050790,49.8422832,13.9665265
002050803,49.8953539,14.0566059
002050838,49.7743483,13.8407172
002121468,49.9147177,14.2097029
002121476,49.8509238,14.0278187
002962683,49.9364813,14.1362675
047514213,49.8754546,13.892327
047515597,49.8363206,13.9099874
047515601,49.835017,13.9056835
047515767,49.9670139,14.0819091
047515775,49.9586358,14.0580567
047515911,49.9506888,13.8530163
047558156,49.94183,14.0257188
047558229,49.9477054,14.0308678
047559217,49.9954546,14.1531852
102086893,50.1397476,14.06888
102086656,50.1140551,14.1286438
102086915,50.1341251,14.1165686
102086940,50.134361,14.1173204
102086966,50.1425029,14.1186941
102086648,50.0672525,14.0126475
102086664,50.0981626,14.008095
102086672,50.1969164,14.2489388
102086699,50.3270844,14.0171407
102086702,50.1097313,14.0692525
102086711,50.0638563,14.1544325
102086737,50.1987683,14.2234016
102086745,50.309352,14.1570451
102086761,50.1183151,14.0433225
102086796,50.1367051,14.1658625
102086818,50.1042738,14.0457312
102086826,50.3011407,14.2024937
102086842,50.2115599,14.2729214
102102007,50.1666211,14.0981321
102102074,50.13987,14.1008981
102102121,50.2360513,14.086865
102102147,50.2333751,14.0844475
102102163,50.2273725,14.0708088
102102180,50.1707009,14.1134657
102102236,50.1425025,14.0709775
102102317,50.1888763,14.1569513
102102350,50.1581982,14.1860651
102102392,50.1288025,14.0224438
102102414,50.2945676,13.990355
102102457,50.2580504,14.0023188
102102473,50.1671801,14.0582325
102102503,50.1937774,14.1178179
102102520,50.1859288,14.041445
102102601,50.2808363,14.2386306
102102651,50.1766001,14.0887575
102102694,50.2311516,14.1822066
102102716,50.2829834,14.092983
102102791,50.1336263,13.9922488
102102856,50.1385353,14.076984
102102872,50.1415578,14.0948853
102102899,50.1416888,14.0926663
102102953,50.1322957,14.1293261
102638390,50.1293494,14.1243602
108002420,49.0165114,16.023131
102086729,50.1744233,14.1889277
102086770,50.1654063,13.986525
108002624,50.13678,14.1345046
045831114,50.0893029,15.0271908
102386404,50.1070448,14.9141221
108003221,50.1106358,15.0618622
002174103,49.9567079,15.0798106
002174316,49.9194441,14.9597072
002174260,50.0660663,15.3688644
002174278,50.0700642,15.0124415
046390367,50.0241049,15.1946439
048663620,50.0212578,15.2032319
048663786,50.0231512,15.1957128
048663794,50.0314983,15.2065323
048663808,50.0220563,15.2018946
046390413,50.0373516,15.1866686
002174561,49.9929853,14.8599607
002174588,50.001139,14.9735558
002174308,50.0084861,15.2925843
002174693,50.041186,15.3585803
002174723,50.0604399,15.1158534
002174758,49.9548838,15.0307782
002174766,50.1307478,15.3982814
046390529,50.0997253,15.1888864
002174235,50.0846587,14.7695513
002174189,50.0541139,14.8785815
002174341,49.8975964,14.8459816
046383433,50.0502421,15.0310792
002174171,50.0635437,15.2403072
002174367,49.9799813,15.2132093
046383506,50.0761536,14.8513931
046383514,50.074065,14.8543411
002174111,49.7920513,14.5819263
002174243,50.0669291,15.177978
002638436,50.0676584,15.2727938
048663638,50.0264299,15.19672
002174251,50.0306389,14.914654
102226253,49.9564856,15.4910222
102226261,49.9456022,15.3350478
102226270,49.9493549,15.3944503
102226288,49.8888956,15.3503023
102226296,49.9072397,15.2627076
102226318,49.8063841,15.403119
102226334,50.0253563,15.3499575
102226342,49.1552431,16.3495114
102226377,49.911273,15.2228933
102226440,49.9523833,15.2734141
102226466,49.9448745,15.2614647
102226491,49.9105424,15.3897136
102226521,49.9132927,15.3908461
102226563,49.8346103,15.2533327
102226598,49.7776073,15.0285333
102226610,49.9709926,15.3228637
102226628,49.8713451,15.4219068
102226717,49.8761504,14.9024119
102226733,50.1319506,14.3841687
102226776,49.8813101,15.0622936
102226857,49.9243538,15.4663663
102226890,49.8119306,15.1836362
102226903,49.7478583,15.0962355
102226997,49.8896338,15.4879413
108032922,49.7313038,15.1747888
102226971,49.9746863,15.40066
047009098,50.2414785,14.3130032
047011319,50.3539442,14.4741578
047011327,50.350299,14.475936
047011335,50.3729384,14.4666949
047011343,50.345708,14.4831905
047011351,50.3628806,14.4728902
049516256,50.2518163,14.5176025
102274533,50.2327384,14.3426797
102274541,50.3409474,14.2944669
102274550,50.3324672,14.5295783
102274568,50.351048,14.6912626
102274576,50.3903042,14.5907918
102274584,50.2613838,14.299155
102274606,50.259663,14.6159566
102274622,50.3665888,14.6349388
102274631,50.3443122,14.517392
102274657,50.3171687,14.3619966
102274681,50.220756,14.6268583
102274703,50.4237459,14.464708
102274711,50.3722514,14.3981336
102274720,50.2577101,14.6472013
102274738,50.4242442,14.3898838
102274746,50.3448171,14.4641763
102274754,50.233045,14.2919142
102274771,50.2562426,14.5581125
102274797,50.2827525,14.5929525
102274819,49.5604374,15.620209
102274843,50.3124707,14.6119831
102274851,50.39209,14.4495
102274886,50.2304976,14.5881188
102274932,50.2388698,14.2990445
102274941,50.2494609,14.3088531
102274959,50.244637,14.3211657
102274967,50.4112476,14.4460138
102274975,50.32041,14.4013738
102286060,50.4376,14.6391688
102286141,50.2541588,14.51079
102286159,50.2946317,14.4776925
102286167,50.2692813,14.3246439
108029611,50.2765385,14.4984615
108029646,50.2942063,14.6192788
108029654,50.2547479,14.3783592
102274649,50.2973263,14.396987
102274789,50.3087917,14.5014843
047011297,50.3501883,14.4764237
102286183,50.2416962,14.3114581
181080168,50.2559913,14.4980775
102286205,50.2559913,14.4980775
102326461,50.4727228,14.8447762
102326509,50.337245,14.8001913
102326525,50.5234762,14.9450096
102326533,50.2573221,14.6991123
102326541,50.2565592,14.7887871
102326550,50.2220454,14.7612249
102326576,50.5432233,15.0815718
102326584,50.446305,14.7775188
102326592,50.3726774,14.8629889
102326606,50.425687,14.8799331
102326614,50.4796263,14.9355313
102326631,50.5067322,14.7954405
102326657,50.2918163,14.8241363
102326673,50.2867503,14.8298809
102326690,50.3692268,14.7968766
102326720,50.3337975,14.8677549
102326746,50.4033015,15.0182423
102326754,50.2723663,14.9422388
102326762,50.3702913,14.95885
102326789,50.4382113,15.1281975
102326797,50.3084673,14.733144
102326819,50.4888488,15.04014
102326843,50.3210851,14.9381512
102326860,50.4126363,14.9047266
102326886,50.4132261,14.9038061
102326908,50.4131538,14.9181113
102326916,50.4082054,14.904543
102326924,50.4342647,14.9097714
102326941,50.412679,14.9279771
102326959,50.4248358,14.9043367
102326967,50.4462738,14.887795
102338001,50.5246325,14.9763713
102338035,50.3684014,15.0067462
102338043,50.4271222,14.7590293
102638268,50.4259921,14.9046909
102638276,50.4403865,14.9244796
108022421,50.5546577,14.9473002
108022439,50.5624653,15.0168588
000498483,50.1509779,15.1345675
045831688,50.127156,15.1799473
102374953,50.1825134,14.9615183
102386439,50.3053823,15.1669055
102374805,50.1805206,15.1193324
002002621,50.093387,14.9779037
047528800,50.1452337,15.1154143
102386170,50.2279175,14.8861397
102374937,50.2503343,15.2071131
002002639,50.1860412,14.8532667
002002795,50.1445439,14.9190483
045832188,50.1362338,14.9868085
102374724,50.1857804,15.3338399
102374767,50.2572113,15.3353585
102374791,50.2358364,15.022016
102374813,50.2839482,15.0201294
102374821,50.1739861,15.2578321
102374830,50.251146,15.0940447
102374899,50.1356294,15.29057
102386013,50.2676831,15.1326473
102386072,50.2041286,14.8394264
102386153,50.2069307,15.2959514
102386188,50.1884952,15.0271753
102386251,50.1902712,15.0411731
108003213,50.2470757,15.2855208
002962772,50.2335787,14.9592384
102374732,50.2161126,15.0571447
102374775,50.1292662,15.0242015
102374996,50.1091982,14.8549955
102386234,50.1843089,15.0399956
102386455,50.1643049,14.8748605
002962756,50.1496656,15.039817
102374741,50.2010799,15.0923212
102374759,50.2116956,14.9951313
102374783,50.1693903,15.0709313
102386099,50.2047904,14.8399127
181066807,50.1810333,14.5189676
181111608,50.0633975,14.6659838
181083779,50.140523,14.6104435
181127202,49.9705146,14.5909458
181147246,49.9519188,14.6833738
102438366,50.1952451,14.6777644
102638489,50.1893399,14.6550298
108003884,50.1849705,14.6639996
108003892,50.1613674,14.7494825
102438005,50.0022451,14.5834088
102438056,50.1198043,14.6934443
102438064,50.2381138,14.5085575
102438099,50.142265,14.7981525
102426996,50.1831332,14.5873213
102438153,50.1924353,14.5576742
102438218,50.1763438,14.5580238
102438102,50.1314804,14.7247195
102438030,50.1701563,14.363755
102438188,50.1120438,14.6828163
102438251,50.1675765,14.4367883
108003906,50.1655363,14.7532613
102438013,50.1677519,14.62822
102438072,49.90702,14.5572275
102438081,49.9111888,14.7164888
102438137,49.8951263,14.7219674
102438170,49.9470086,14.674952
102438200,50.1693063,14.7156788
102438269,50.133285,14.6633313
102438331,50.0464213,14.73343
102438439,50.1756713,14.4117052
250002019,49.9342925,14.7133363
102438463,49.9366776,14.71062
102438471,49.9924202,14.7431786
102438480,50.2290038,14.41313
102438552,49.991785,14.653495
102438595,49.9980097,14.6696438
102438650,49.922905,14.6392739
108003612,50.2144188,14.4400513
108003621,49.9704851,14.69352
108003914,49.9015288,14.58231
108003949,50.0742058,14.730251
108003922,50.1926625,14.4951625
102438811,49.9937065,14.6619018
181127512,49.9227158,14.2490052
181077418,50.1514175,14.3527688
000233871,50.0113475,14.2456688
000235059,50.0412781,14.186546
000241148,49.8633475,14.3143596
000241181,49.9269301,14.2752125
000241199,50.2211839,14.3486299
000241202,49.964555,14.461135
000241229,50.1319441,14.3377017
000241237,50.0801334,14.2515924
000241245,49.867762,14.4133123
000241288,50.0467378,14.2623751
000241296,50.0605821,14.2293275
000241300,50.0885188,14.2142538
000241318,49.9718101,14.5125292
000241326,49.8977148,14.4856476
000241342,50.0330838,14.2696188
000241351,49.8628658,14.5032485
000241385,49.986629,14.325167
000241407,50.1989405,14.3639191
000241440,49.8891523,14.3184732
000241512,50.0195663,14.2959038
000241563,50.0038113,14.5566613
000241610,50.1622525,14.3696676
000241636,49.9139078,14.2358508
000241695,50.1319317,14.2348963
000241725,49.84954,14.4071988
000241741,49.9738438,14.2914463
000241750,50.1358884,14.2823337
000241806,50.1602871,14.3112846
000241831,49.9370002,14.3783471
000241873,49.9587551,14.4806588
000241890,49.9331225,14.4178713
102638411,49.9459399,14.3265261
000233668,50.0185263,14.2301238
000233773,50.0299075,14.2229288
000241156,49.8925438,14.4005018
000241652,49.8153083,14.3961185
000242748,49.8632128,14.2645861
102486514,49.8653026,14.2656825
102486531,50.0256688,14.2122
114001251,49.6555138,13.943888
114001286,49.5598627,13.946662
114001341,49.7808441,14.1722386
114001383,49.7788119,14.1732919
114001405,49.6572277,14.170248
114001421,49.5284064,13.8055896
114001448,49.6985855,14.3707468
114001472,50.0984577,13.4717743
114001499,49.5772729,14.0721076
114001545,49.6501265,14.2418798
114001596,49.6046057,14.2774188
114001626,49.6321402,14.0412044
114001651,49.6984409,14.2340341
114001685,49.7161387,13.9470823
114001740,49.5960104,14.3808398
114001774,49.6886919,14.0186036
114001821,49.683579,13.9901626
114001855,49.6901444,14.0103663
114001871,49.6815319,13.9966811
114001936,49.6721458,13.9968288
114001987,49.6059823,13.8689433
114002002,49.6567415,14.4265099
114002029,49.6564681,14.4227112
114002045,49.6709989,14.3640927
114002061,49.8096937,14.2786253
114002070,49.797235,14.2553938
114002100,49.8313396,14.2755129
114002126,49.7453263,14.1520289
114002142,49.7452934,14.0579293
114002169,49.7727981,14.1168439
114002185,49.6173212,14.1957793
114002207,49.7819239,14.1993597
114002223,49.5954836,13.9923999
114002240,49.7056965,14.1452026
114002568,49.7463803,14.0197707
114002584,49.576544,14.3965616
114002592,49.7242256,14.0824848
114002614,49.6152483,13.8242156
114002631,49.6538492,14.4723643
114001511,49.7892139,13.9767376
114001570,49.5531278,14.2120254
114001707,49.5540657,14.3377897
114002266,49.6176522,14.3897618
114002665,49.7882438,14.2930059
114002347,49.7836912,14.1751419
114002363,49.6059823,13.8689433
102602204,50.1528833,13.9010848
102586888,49.7920513,14.5819263
102586896,50.1745951,13.7749255
102586900,50.1470022,13.7411981
102586926,49.4377404,15.2731516
102586951,50.0974594,13.6536313
102586985,50.0407878,13.9210061
102602018,50.0559879,13.7363604
102602026,50.1396411,13.610276
102602042,50.0285682,13.5687682
102602051,50.0940171,13.4666961
102602077,50.2128726,13.6750935
102602085,50.0407511,13.8810539
102602093,50.1260676,13.9521163
102602107,50.1258559,13.7704021
102602166,50.1936156,13.7054549
102602263,50.1048989,13.7329837
102602310,50.0945861,13.7325594
102602379,49.9996689,13.7126135
102602395,48.8009508,16.3782588
102638331,50.1608299,14.3824148
102638349,50.0772468,13.7005622
102586870,49.9086669,13.9140704
102602069,50.146038,13.6379802
102602239,50.1054986,13.7320051
181110873,48.9549219,14.5298485
000581551,48.9863994,14.4316421
000581585,48.9866133,14.4331964
000581623,49.0657243,14.3667606
000581658,48.8437635,14.634057
107720043,49.0147502,14.4767801
107720086,48.9581613,14.4902531
107720191,48.9851057,14.5124441
107720213,48.8986935,14.639585
107720418,48.8963445,14.4500556
107720426,48.9333894,14.6195978
000581542,48.963536,14.467488
000581577,48.980794,14.4666867
000581631,48.966008,14.4735081
000666131,48.9925028,14.4520089
060076909,49.220086,14.4183945
060077034,49.2220945,14.4235142
060077093,48.9856092,14.4483683
060077212,48.9502653,14.4689775
060077417,48.9790182,14.4771413
102023492,49.2042195,14.510475
107720230,48.9704482,14.4779938
107720299,48.9863115,14.4652937
107720485,48.9667519,14.50802
000583596,48.7872248,14.5494499
000583634,48.7394782,14.4860755
000583642,48.7738157,14.2884131
000583651,48.686109,14.5767794
000583669,48.738817,14.484938
000583677,48.6204563,14.2574142
000583685,48.8215868,14.321063
000583693,48.8165016,14.3147895
000583731,48.8089633,14.3154414
000583740,48.8009534,14.3126844
000583791,49.2495528,13.7072713
060084316,48.8540143,14.2111405
060084391,48.6132415,14.3113029
060084731,48.7639964,14.0302681
107720574,48.85529,14.4100298
107720612,48.6387387,14.2295908
107720647,48.7817136,14.3525255
108023362,48.7944949,14.40723
000245950,48.9040757,14.3099493
000246174,48.828833,14.4591935
000583588,50.0004432,15.5561855
000583766,48.7294146,14.6270669
107720779,48.6041334,14.4053244
102003441,49.0687044,14.7550345
107720931,49.2150824,14.9597777
107720949,48.9607055,14.8613101
107720990,49.003459,15.2538588
107721031,49.5363699,15.9123172
107721040,48.7705114,14.971154
107721058,49.0680743,15.324757
107721066,49.0830907,15.4287394
107721074,49.0814102,15.4325575
107721104,48.9633562,14.931019
107721121,49.1462313,15.0011575
107721147,49.1393719,15.0156271
107721171,49.1219505,15.1907368
107721201,49.243029,15.075327
107721210,48.8792113,14.9329133
107721252,49.1627544,15.2018999
107721279,48.8914893,14.8785848
107721287,49.0162424,14.7440261
107721295,49.0053686,14.7658953
102451958,49.4355758,15.2089881
107721317,49.3077967,15.1802888
107721325,49.565649,15.3792487
107721333,50.253211,14.8409386
107721368,49.4377404,15.2731516
107721414,49.3707245,14.9671437
107721431,49.3222099,15.3241951
107721457,49.5386028,15.3530641
107721473,49.3036941,15.0751611
107721481,49.5583099,15.1161555
107721503,49.4168435,15.1167915
107721511,49.3834031,15.3660471
107721520,49.4184894,14.9419153
107721538,49.4725031,15.0024235
107721554,49.4286589,15.2186228
107721562,49.4277899,15.2182907
107721571,49.4331101,15.2187971
107721589,49.2605176,15.2376896
107721597,49.5690665,15.1980095
107721601,49.4292671,15.3643976
107721619,49.5375593,15.2327361
107721627,49.2544164,15.1887501
108024491,49.5421116,15.3652569
108053733,49.2558746,14.3080398
108053741,49.3692185,14.3825413
108053768,49.523455,14.4275682
108053822,49.510657,14.1647359
108053831,49.304526,14.1600994
108053849,49.3111847,14.1584021
108053865,49.3101024,14.140557
108053873,49.3040056,14.150896
108053881,49.304526,14.1600994
108053890,49.3107466,14.1512377
108053903,49.196421,14.2142139
108053938,49.3568245,14.0929462
000583278,49.0236074,13.996918
047258721,49.0830889,13.9568797
107722101,49.0158157,14.0042866
000583391,48.909836,13.8823695
047259132,49.0548269,13.7790874
047259477,49.0604032,13.7785859
107722071,48.992766,14.1502605
107722089,49.048927,14.1980029
107722097,49.0079852,13.9943241
000583367,49.1017923,13.666585
000583383,49.0845637,13.6973767
047258365,49.052062,13.9818829
107722020,49.0463112,14.0738386
107722054,49.1150268,13.8290588
107722135,49.1368624,13.729106
102515506,48.9425962,13.9785303
107722291,49.2152308,14.0285653
047255838,49.2577643,13.9097049
047255862,49.2667138,13.8980602
047255897,49.264901,13.8999544
107722232,49.2495846,13.9184798
107722241,49.2975948,13.7559554
107722275,49.4258785,13.8842456
107722283,49.4284808,13.8787434
107722305,49.1675035,13.8036763
110021461,49.1465453,14.1677381
107722399,49.1482682,14.1738827
107722429,49.1698593,13.8855723
000582581,49.4865972,14.5237825
000582590,49.4134672,14.6557877
000582620,49.3802698,14.7056531
000582671,49.4078855,14.8122656
000582701,49.1880412,14.712083
000582719,49.1866201,14.6973838
000582727,49.3517504,14.7032366
000582786,49.259407,14.7193304
000582824,49.3969543,14.4811365
000582859,49.423292,14.6498071
047268034,49.332941,14.838389
060062011,49.289933,14.5385993
107721791,49.5007167,14.4766039
107722445,49.2975122,14.4705343
107722542,49.3853949,14.685052
107722551,49.8153083,14.3961185
107722593,49.2993632,14.4703776
107722623,49.4770409,14.67617
107722666,49.363399,14.578523
107722674,49.5330111,14.8108682
107722712,49.3814371,14.7035802
107722780,49.4087411,14.6763741
107722828,49.3864211,14.6894994
000582841,49.2559694,14.7204461
107722500,49.8957955,15.1508394
107722836,49.2913352,14.8034543
048342165,49.5922915,13.1063896
048342301,49.4420165,12.9293348
102004102,49.4022759,13.0025917
102004111,49.5061166,12.8807083
102004200,49.8417849,13.229176
102004242,49.4392632,12.9232595
102004323,49.5607595,12.7665774
102004331,49.3903,13.0385918
102004366,49.4881377,13.1130909
102004404,49.5524681,13.0743866
108005224,49.3910021,13.0392655
102004129,49.465949,12.9823129
102004081,49.4178263,12.8301371
102004145,49.5132558,13.0469479
102004153,49.3434123,13.1334902
102004315,49.5318675,12.9367191
102004382,49.4034839,12.9514761
102004391,49.5100226,12.8054869
102004439,49.4392632,12.9232595
102516570,50.2170484,12.4455324
102040745,49.4097025,17.6142916
102040761,50.1560422,12.4531903
102040788,49.9370357,12.6640279
102040796,50.0751634,12.3696954
102040800,50.0871794,12.3747837
102040826,50.0781331,12.3659736
102040842,50.0656352,12.3721566
102040869,50.0725922,12.3748299
102040877,50.0752883,12.3544316
102040931,50.2220922,12.1914305
102040940,50.2174152,12.2024947
102040958,50.2210871,12.1793172
102052026,50.1246342,12.3431933
102052042,50.1563411,12.2723776
102052069,50.306835,12.1784407
102052093,50.0069093,12.6266052
102052107,50.2558635,12.404324
102052131,49.9627554,12.6988567
102052174,49.9527951,12.708397
102052239,50.1729296,12.3606881
102516634,49.9623029,12.6657804
102516642,50.1503227,15.5305626
115100342,50.128229,12.230966
102052000,50.0179426,12.5510087
102052212,50.2221557,12.348268
110100689,50.2281181,12.183482
102052344,50.2281181,12.183482
102052379,49.9495034,12.6848863
102052328,50.0805998,12.3711666
000872296,50.2214818,12.8879146
000872334,50.1874344,12.9033343
047701412,50.0876525,13.1589396
047701617,50.3656857,12.7837075
049753347,50.3059479,12.945031
049753363,50.3084263,12.9527788
049753371,50.3119945,12.9510599
049753754,50.2389903,12.8522108
102088110,50.070886,12.9550259
102088136,50.4281616,12.7364792
102088161,50.1739388,13.2552282
102088322,50.058203,13.1141659
102088381,50.3121533,12.8710608
102088403,50.3634587,12.930673
102088420,50.2369312,12.8864095
102088471,50.2268157,12.8362431
102088519,50.2255864,12.8523608
102088527,50.2280212,12.8639256
102088578,50.249885,12.8967088
102088764,50.3194079,12.7459654
102088781,50.2709127,12.78358
102088977,50.0576008,12.9908002
102516979,50.1059171,13.2523132
102516987,50.1489797,13.0432974
102564205,49.5604916,13.1980396
102988978,50.2579445,12.7689068
049751751,50.2414271,12.8352748
102088632,50.2389409,12.8655761
102088187,50.3684324,12.81534
102088730,50.3221906,12.7300601
102516847,50.2588112,13.0002774
102516961,50.0827814,12.8383663
115200584,50.2328006,12.8614469
102516839,50.0576008,12.9908002
115200525,50.2338463,12.8833248
102152845,49.4098927,13.3616056
102152900,48.7731024,16.2717745
102164061,49.2672261,13.6278449
102164266,49.3938151,13.3038225
102164274,49.39568,13.3051539
102164282,49.3909405,13.298019
102164304,49.3959089,13.2766309
102164380,49.3214751,13.7054112
102164398,49.3241245,13.6969058
102164436,49.3485553,13.2140323
102164452,49.2989476,13.4390008
102164487,49.2901948,13.1372018
102164495,49.2926326,13.1468384
102164525,49.3728987,13.6327293
102164584,49.231073,13.5246999
102164649,49.137766,13.2288072
102564540,49.2332874,13.5176265
049777548,49.7424985,13.3244543
049777581,49.7740349,13.377008
102228019,49.7247778,13.3723237
102228132,49.7375587,13.3798552
102228264,49.7691035,13.3709472
102228329,49.7427626,13.3763603
102228337,49.759564,13.4189972
102228396,49.7228295,13.4033754
049777505,49.7621933,13.3529196
102216967,49.7312028,13.4187099
102216983,49.6967119,13.4179475
049777521,49.7810977,13.3794591
049777530,49.7781651,13.3630018
102216975,49.763824,13.4376577
102228141,49.7322253,13.3720546
102228159,49.7289438,13.4049486
102228167,49.7378563,13.3968606
102228221,49.7543768,13.3779101
102228345,49.750455,13.4194031
102228388,49.7349259,13.3927603
102228418,49.7450673,13.4100031
